date,discharge,precipitation,ETp,temp,groundwater,precip_30d,precip_7d,precip_90d,precip_surplus,melt
2007-09-11,0.4796224457142856,0.0,1.64,12.633333333333333,-0.79,2.2800000000000002,3.1571428571428575,1.8555555555555556,-1.64,1.0
2007-09-12,0.4707304615384615,0.6,1.27,12.933333333333332,-0.79,2.203333333333333,3.0571428571428574,1.7922222222222224,-0.67,1.0
2007-09-13,0.4074377142857143,0.0,1.75,12.590228873239436,-0.8,2.1599999999999997,3.3000000000000003,1.787777777777778,-1.75,1.0
2007-09-14,0.3634662857142857,4.3999999999999995,0.96,11.470833333333333,-0.79,2.2133333333333334,1.1142857142857145,1.7344444444444445,3.4399999999999995,1.0
2007-09-15,0.3576188571428571,0.0,2.55,10.95347222222222,-0.82,2.636666666666667,1.3428571428571432,1.9066666666666665,-2.55,1.0
2007-09-16,0.3341057142857143,1.7000000000000002,1.65,13.875146713615024,-0.82,2.703333333333333,2.0428571428571436,1.9066666666666665,0.050000000000000266,1.0
2007-09-17,0.3103457142857143,1.1,1.52,14.653110328638496,-0.83,2.716666666666667,2.971428571428572,1.8544444444444446,-0.41999999999999993,1.0
2007-09-18,0.2916462857142857,1.6,1.18,10.930555555555554,-0.83,2.5,2.414285714285715,1.853333333333333,0.42000000000000015,1.0
2007-09-19,0.2955805714285714,5.5,1.14,10.39375,-0.82,2.5,2.6142857142857148,1.853333333333333,4.36,1.0
2007-09-20,0.3663359999999999,6.5,0.66,13.283333333333331,-0.85,2.7199999999999998,2.3714285714285714,1.8577777777777778,5.84,1.0
2007-09-21,0.4499897142857143,0.5,1.18,14.997232003129891,-0.85,2.7266666666666666,2.2571428571428576,1.8577777777777778,-0.6799999999999999,1.0
2007-09-22,0.4276028571428571,1.4,1.42,13.679166666666667,-0.86,2.703333333333333,3.2428571428571433,1.8988888888888888,-0.020000000000000018,1.0
2007-09-23,0.3790645714285714,0.0,0.88,13.031944444444445,-0.86,2.7066666666666666,2.485714285714286,1.9844444444444445,-0.88,1.0
2007-09-24,0.3439337142857142,0.3,1.68,16.231553208137715,-0.86,2.6866666666666665,1.5571428571428574,2.0733333333333333,-1.38,1.0
2007-09-25,0.3670457142857143,8.5,0.68,11.684722222222224,-0.85,2.6866666666666665,1.7142857142857149,2.1077777777777778,7.82,1.0
2007-09-26,0.4413959999999999,0.2,0.89,11.244444444444444,-0.88,2.14,3.5428571428571436,2.167777777777778,-0.69,1.0
2007-09-27,0.4236222857142857,0.0,1.18,11.275909624413146,-0.88,2.1766666666666667,4.628571428571429,2.1755555555555555,-1.18,1.0
2007-09-28,0.3754542857142857,1.6,0.94,11.895803990610329,-0.84,2.1599999999999997,4.742857142857145,2.1855555555555553,0.6600000000000001,1.0
2007-09-29,0.4278436146179402,14.2,0.6,12.528472222222222,-0.61,2.1599999999999997,3.528571428571429,2.1955555555555555,13.6,1.0
2007-09-30,0.6732491854103343,7.6,0.7,12.96736111111111,-0.61,2.0133333333333336,3.5000000000000004,2.12,6.8999999999999995,1.0
2007-10-01,0.8515265644599302,1.1,0.8,11.762500000000001,-0.6,2.0133333333333336,4.500000000000001,2.045555555555556,0.30000000000000004,1.0
2007-10-02,0.838561773556231,0.0,0.74,9.996527777777779,-0.61,2.0033333333333334,4.3,2.045555555555556,-0.74,1.0
2007-10-03,0.7510446495119787,0.0,0.78,8.930555555555555,-0.61,2.21,2.271428571428572,2.045555555555556,-0.78,1.0
2007-10-04,0.6490948571428571,7.0,0.79,10.229166666666668,-0.52,2.1566666666666667,1.2000000000000006,2.0511111111111116,6.21,1.0
2007-10-05,0.7630045714285714,0.2,0.82,11.352777777777778,-0.56,1.9733333333333332,1.0571428571428576,2.0511111111111116,-0.6199999999999999,1.0
2007-10-06,0.7657662857142856,0.0,0.77,9.722222222222221,-0.56,1.7566666666666666,1.0571428571428576,2.05,-0.77,1.0
2007-10-07,0.6491108571428572,0.1,0.72,10.292361111111111,-0.58,1.7399999999999998,1.0571428571428576,2.0377777777777775,-0.62,1.0
